time      ,   ShortWave,    LongWave,     AirTemp,      RelHum,   WindSpeed,        Rain,        Snow,     AirPres
1980-03-04,     151.897,     363.364,      15.582,      74.740,       4.272,     0.00048,     0.00000, 97547.50000
1980-03-05,     195.998,     314.567,      14.906,      70.208,       4.663,     0.00072,     0.00000, 97839.60000
1980-03-06,     183.923,     323.275,      14.472,      74.848,       5.067,     0.00259,     0.00000, 97720.30000
1980-03-07,     205.363,     303.077,      15.298,      72.872,       4.467,     0.00355,     0.00000, 97567.20000
1980-03-08,     223.178,     282.606,      15.263,      72.645,       0.949,     0.00045,     0.00000, 97347.00000
1980-03-09,     222.650,     281.803,      15.487,      75.978,       2.308,     0.00034,     0.00000, 97082.50000
1980-03-10,     180.740,     324.518,      15.687,      85.419,       1.807,     0.00219,     0.00000, 96898.30000
1980-03-11,     160.090,     342.653,      15.193,      89.743,       2.958,     0.01501,     0.00000, 96340.80000
1980-03-12,     233.476,     259.991,      14.130,      69.378,       2.501,     0.00996,     0.00000, 96752.60000
1980-03-13,     150.327,     340.948,      12.732,      70.723,       2.516,     0.00010,     0.00000, 97429.60000
1980-03-14,      30.311,     396.087,      12.275,      92.857,       3.755,     0.05439,     0.00000, 95674.50000
1980-03-15,     167.573,     325.482,      14.314,      80.796,       6.942,     0.04284,     0.00000, 95579.00000
1980-03-16,     170.255,     310.166,      11.545,      70.250,       6.808,     0.00198,     0.00000, 95813.90000
1980-03-17,     224.775,     245.444,      10.269,      65.462,       3.303,     0.00125,     0.00000, 96640.50000
1980-03-18,     152.724,     331.612,      13.033,      81.250,       3.556,     0.00056,     0.00000, 97218.00000
1980-03-19,     162.601,     328.746,      15.451,      82.382,       4.753,     0.00057,     0.00000, 97063.00000
1980-03-20,     221.275,     249.279,      12.315,      68.313,       4.396,     0.00024,     0.00000, 97103.30000
1980-03-21,     214.088,     251.148,      11.182,      68.979,       2.553,     0.00007,     0.00000, 97251.40000
1980-03-22,     138.870,     342.212,      13.343,      82.558,       1.225,     0.00057,     0.00000, 96955.90000
1980-03-23,      84.126,     404.282,      13.740,      89.784,       1.303,     0.00248,     0.00000, 96722.20000
1980-03-24,     131.760,     349.984,      14.002,      86.382,       1.345,     0.00311,     0.00000, 96478.40000
1980-03-25,     171.375,     297.811,      13.029,      77.562,       2.205,     0.00084,     0.00000, 96436.30000
1980-03-26,     191.837,     272.114,      13.197,      71.750,       1.842,     0.00029,     0.00000, 96882.50000
1980-03-27,     152.071,     318.397,      13.430,      80.421,       1.814,     0.00029,     0.00000, 97180.50000
1980-03-28,     143.984,     330.680,      14.662,      90.136,       3.281,     0.00310,     0.00000, 96981.80000
1980-03-29,     143.477,     334.119,      15.733,      86.153,       2.755,     0.00097,     0.00000, 97328.20000
1980-03-30,     133.564,     344.580,      15.730,      90.073,       4.800,     0.01614,     0.00000, 96654.70000
1980-03-31,     173.940,     275.591,      11.486,      82.361,       5.900,     0.01896,     0.00000, 96130.10000
1980-04-01,     109.108,     355.106,      11.771,      88.795,       5.207,     0.01646,     0.00000, 95825.10000
1980-04-02,     158.281,     282.628,      10.136,      84.989,       6.486,     0.01984,     0.00000, 95893.80000
1980-04-03,     149.780,     292.492,      10.311,      75.937,       2.279,     0.00331,     0.00000, 97016.70000
1980-04-04,     147.547,     293.979,      10.476,      78.609,       0.340,     0.00015,     0.00000, 97330.90000
1980-04-05,      91.746,     368.507,      11.337,      85.190,       2.989,     0.00291,     0.00000, 97104.80000
1980-04-06,      89.340,     379.843,      13.419,      93.520,       2.232,     0.01157,     0.00000, 96928.90000
1980-04-07,     120.628,     335.354,      13.366,      90.780,       0.955,     0.02037,     0.00000, 96791.20000
1980-04-08,     127.951,     321.603,      13.010,      95.442,       1.927,     0.04380,     0.00000, 96183.60000
1980-04-09,     134.429,     307.125,      11.985,      88.980,       1.625,     0.01457,     0.00000, 95952.80000
1980-04-10,     100.668,     353.355,      12.112,      82.885,       4.245,     0.00287,     0.00000, 96235.20000
1980-04-11,     149.124,     281.701,      11.570,      72.742,       3.430,     0.00109,     0.00000, 96969.00000
1980-04-12,     130.618,     304.314,      11.227,      75.111,       1.327,     0.00056,     0.00000, 97748.20000
1980-04-13,     134.973,     295.065,      11.049,      81.348,       0.070,     0.00046,     0.00000, 98266.60000
1980-04-14,     174.511,     237.155,      11.491,      83.152,       1.369,     0.00005,     0.00000, 98300.00000
1980-04-15,     138.212,     288.320,      11.737,      87.115,       0.408,     0.00009,     0.00000, 98362.10000
1980-04-16,     151.125,     268.483,      12.153,      83.434,       1.244,     0.00014,     0.00000, 98235.20000
1980-04-17,     163.544,     244.109,      11.147,      81.202,       2.270,     0.00000,     0.00000, 97868.60000
1980-04-18,     177.053,     220.116,      10.792,      75.474,       2.718,     0.00000,     0.00000, 98363.00000
1980-04-19,     174.557,     218.133,       9.871,      79.673,       0.505,     0.00000,     0.00000, 98443.70000
1980-04-20,     141.277,     269.117,      10.899,      85.597,       1.021,     0.00000,     0.00000, 98144.10000
1980-04-21,     156.493,     245.723,      11.736,      83.170,       0.478,     0.00000,     0.00000, 97983.10000
1980-04-22,     132.757,     278.519,      11.210,      88.736,       1.364,     0.00000,     0.00000, 97969.10000
1980-04-23,     113.092,     310.706,      12.028,      89.637,       3.112,     0.00001,     0.00000, 97762.10000
1980-04-24,     140.923,     270.828,      14.334,      87.691,       3.267,     0.00001,     0.00000, 97661.90000
1980-04-25,      94.973,     344.144,      13.869,      91.731,       0.474,     0.00008,     0.00000, 97662.50000
1980-04-26,      37.702,     408.946,      14.564,      96.809,       4.187,     0.01852,     0.00000, 97177.90000
1980-04-27,      44.534,     411.173,      14.955,      97.434,       3.307,     0.04204,     0.00000, 96338.50000
1980-04-28,      84.606,     339.018,       9.895,      93.513,       3.294,     0.02059,     0.00000, 96125.80000
1980-04-29,     114.902,     290.206,      10.816,      89.480,       3.547,     0.00505,     0.00000, 96856.30000
1980-04-30,     120.989,     276.369,      10.364,      79.984,       2.324,     0.00206,     0.00000, 97507.00000
1980-05-01,     146.000,     228.328,       9.571,      78.579,       1.186,     0.00000,     0.00000, 97932.80000
1980-05-02,     103.223,     299.521,       9.580,      83.099,       3.439,     0.00024,     0.00000, 98046.60000
1980-05-03,     127.780,     257.582,      10.517,      84.162,       0.767,     0.00009,     0.00000, 98645.50000
1980-05-04,     134.622,     240.917,       9.929,      84.427,       2.392,     0.00000,     0.00000, 98676.60000
1980-05-05,      94.490,     310.692,      10.003,      85.479,       0.802,     0.00006,     0.00000, 98545.60000
1980-05-06,      67.890,     356.312,       9.792,      84.343,       0.439,     0.00013,     0.00000, 98577.90000
1980-05-07,     138.645,     224.069,       9.380,      75.998,       2.585,     0.00007,     0.00000, 98628.10000
1980-05-08,     109.255,     276.217,       9.563,      79.300,       2.495,     0.00000,     0.00000, 98771.70000
1980-05-09,     135.997,     224.904,       9.876,      78.793,       2.432,     0.00000,     0.00000, 98555.90000
1980-05-10,     117.947,     253.309,       9.018,      86.008,       2.378,     0.00001,     0.00000, 98034.50000
1980-05-11,     126.788,     237.630,      10.106,      84.195,       1.710,     0.00000,     0.00000, 97709.60000
1980-05-12,      95.160,     292.313,       9.057,      88.261,       0.802,     0.00000,     0.00000, 97885.50000
1980-05-13,      59.237,     371.554,      11.470,      86.637,       1.952,     0.00079,     0.00000, 98239.50000
1980-05-14,      70.799,     352.210,      12.736,      91.791,       1.368,     0.00444,     0.00000, 98326.50000
1980-05-15,      48.118,     389.870,      11.172,      92.475,       1.621,     0.00288,     0.00000, 98242.50000
1980-05-16,      61.133,     360.131,      10.724,      92.285,       2.280,     0.00400,     0.00000, 98067.60000
1980-05-17,      54.684,     375.897,      11.505,      92.815,       4.169,     0.01449,     0.00000, 97349.90000
1980-05-18,     100.887,     278.071,      11.466,      85.189,       3.762,     0.01903,     0.00000, 96375.40000
1980-05-19,      94.913,     282.878,       9.752,      74.961,       4.648,     0.00015,     0.00000, 97188.10000
1980-05-20,      60.709,     354.323,      10.277,      89.399,       5.548,     0.01548,     0.00000, 96340.10000
1980-05-21,      98.234,     266.390,       8.193,      80.006,       5.840,     0.01573,     0.00000, 95876.80000
1980-05-22,      84.584,     306.615,      11.688,      84.276,       6.128,     0.00088,     0.00000, 96482.60000
1980-05-23,      50.159,     381.867,      11.953,      89.188,       4.291,     0.00021,     0.00000, 97000.40000
1980-05-24,      69.478,     335.589,      11.480,      91.729,       2.696,     0.00102,     0.00000, 96911.60000
1980-05-25,      85.590,     294.315,      10.363,      87.963,       1.893,     0.00186,     0.00000, 96812.00000
1980-05-26,      81.009,     303.199,      10.309,      80.141,       5.001,     0.00191,     0.00000, 97168.70000
1980-05-27,     115.443,     222.310,       9.451,      72.958,       5.032,     0.00000,     0.00000, 97371.00000
1980-05-28,     114.644,     221.002,       9.077,      74.268,       4.112,     0.00000,     0.00000, 97654.70000
1980-05-29,     107.762,     231.459,       8.182,      85.717,       1.592,     0.00000,     0.00000, 97942.10000
1980-05-30,      75.135,     300.802,       7.853,      90.157,       1.094,     0.00005,     0.00000, 97832.00000
1980-05-31,      56.027,     353.145,      10.289,      92.605,       0.643,     0.00525,     0.00000, 97642.40000
1980-06-01,      29.108,     396.757,      12.396,      98.861,       1.722,     0.01708,     0.00000, 97109.60000
1980-06-02,      52.478,     365.932,      12.218,      93.515,       0.316,     0.00386,     0.00000, 96924.70000
1980-06-03,      11.904,     398.277,      12.669,      98.575,       4.029,     0.03449,     0.00000, 95560.60000
1980-06-04,      72.790,     306.407,      10.078,      87.400,       3.466,     0.00672,     0.00000, 95221.80000
1980-06-05,      77.207,     293.122,       9.681,      92.435,       1.904,     0.00662,     0.00000, 95425.60000
1980-06-06,      27.411,     381.179,       9.551,      96.763,       1.695,     0.01679,     0.00000, 95384.40000
1980-06-07,      78.876,     285.711,       9.150,      87.957,       2.554,     0.00320,     0.00000, 96112.50000
1980-06-08,      90.075,     252.129,       7.428,      87.928,       1.947,     0.00037,     0.00000, 96676.80000
1980-06-09,      75.651,     282.823,       6.754,      90.536,       1.798,     0.00017,     0.00000, 96910.20000
1980-06-10,      58.757,     336.521,      10.161,      93.745,       4.696,     0.01421,     0.00000, 95991.90000
1980-06-11,      72.858,     294.084,       8.163,      82.094,       3.071,     0.01524,     0.00000, 95681.90000
1980-06-12,      82.843,     264.252,       6.706,      80.544,       4.006,     0.00140,     0.00000, 96628.20000
1980-06-13,     106.423,     204.852,       5.737,      74.870,       4.922,     0.00142,     0.00000, 96800.40000
1980-06-14,      95.215,     226.213,       4.356,      73.276,       3.126,     0.00000,     0.00000, 97297.20000
1980-06-15,      86.080,     247.651,       4.531,      76.064,       3.691,     0.00008,     0.00000, 97544.90000
1980-06-16,      99.161,     221.641,       6.057,      76.812,       3.967,     0.00010,     0.00000, 97777.60000
1980-06-17,      93.485,     233.774,       5.743,      81.881,       3.859,     0.00272,     0.00000, 97494.20000
1980-06-18,      88.559,     246.150,       6.027,      84.366,       3.500,     0.00272,     0.00000, 97586.80000
1980-06-19,      96.795,     227.780,       6.431,      81.226,       3.239,     0.00011,     0.00000, 97596.70000
1980-06-20,      28.673,     366.609,       6.810,      90.623,       5.322,     0.01601,     0.00000, 96986.30000
1980-06-21,      44.801,     359.790,       8.159,      88.016,       5.135,     0.01973,     0.00000, 96370.90000
1980-06-22,      90.308,     247.092,       7.599,      85.799,       3.370,     0.00015,     0.00000, 97128.70000
1980-06-23,      57.651,     326.226,       7.643,      90.513,       3.688,     0.00014,     0.00000, 97434.90000
1980-06-24,      43.612,     364.936,       8.594,      88.861,       0.938,     0.00127,     0.00000, 97588.90000
1980-06-25,      88.993,     247.786,       6.693,      88.235,       1.121,     0.00113,     0.00000, 97930.60000
1980-06-26,      96.249,     225.381,       4.955,      87.250,       0.505,     0.00000,     0.00000, 98098.50000
1980-06-27,      79.628,     266.046,       5.421,      91.591,       0.071,     0.00001,     0.00000, 98086.90000
1980-06-28,      74.628,     288.767,       8.202,      89.495,       2.042,     0.00005,     0.00000, 97985.80000
1980-06-29,      19.173,     385.440,      10.338,      97.843,       7.183,     0.02444,     0.00000, 97314.00000
1980-06-30,      42.495,     379.713,      10.934,      97.868,       1.437,     0.04728,     0.00000, 96612.30000
1980-07-01,      49.964,     351.462,       8.736,      96.514,       0.535,     0.00205,     0.00000, 96319.20000
1980-07-02,      20.418,     380.847,       9.489,      98.979,       1.381,     0.01098,     0.00000, 95695.20000
1980-07-03,      40.347,     375.691,       8.809,      96.703,       1.311,     0.01377,     0.00000, 95018.70000
1980-07-04,      84.738,     265.785,       7.479,      87.417,       2.436,     0.00109,     0.00000, 95385.30000
1980-07-05,      59.005,     328.444,       7.831,      86.134,       2.923,     0.00051,     0.00000, 95082.50000
1980-07-06,      99.217,     233.935,       7.495,      83.832,       2.319,     0.00042,     0.00000, 95611.10000
1980-07-07,      62.838,     317.818,       7.208,      93.252,       3.218,     0.00373,     0.00000, 95695.00000
1980-07-08,      47.353,     362.933,       9.107,      95.381,       4.410,     0.01398,     0.00000, 95445.90000
1980-07-09,      91.858,     257.227,       7.008,      86.030,       3.376,     0.00655,     0.00000, 95720.80000
1980-07-10,      81.967,     270.790,       4.460,      87.283,       3.537,     0.00375,     0.00000, 95486.60000
1980-07-11,     101.364,     229.899,       4.240,      75.175,       4.847,     0.00337,     0.00000, 95389.00000
1980-07-12,     106.233,     226.690,       6.009,      80.883,       3.847,     0.00002,     0.00000, 95827.50000
1980-07-13,      85.993,     276.635,       7.364,      87.588,       5.853,     0.00235,     0.00000, 96102.50000
1980-07-14,      85.298,     275.674,       6.322,      84.998,       5.880,     0.00285,     0.00000, 95998.10000
1980-07-15,     109.914,     219.079,       4.493,      74.815,       4.548,     0.00051,     0.00000, 96905.60000
1980-07-16,     118.326,     204.390,       4.779,      79.444,       1.811,     0.00000,     0.00000, 98055.50000
1980-07-17,      89.046,     263.571,       4.023,      82.142,       1.279,     0.00000,     0.00000, 97733.80000
1980-07-18,      96.422,     251.662,       4.445,      85.214,       0.909,     0.00003,     0.00000, 97027.10000
1980-07-19,      47.007,     364.345,       6.908,      84.551,       4.578,     0.00230,     0.00000, 96362.60000
1980-07-20,      37.544,     367.467,       6.973,      88.107,       3.993,     0.00792,     0.00000, 96245.40000
1980-07-21,      43.417,     372.856,       7.995,      96.453,       1.221,     0.01816,     0.00000, 95886.80000
1980-07-22,      82.432,     300.676,       8.285,      91.997,       2.443,     0.01430,     0.00000, 95390.60000
1980-07-23,     105.952,     254.616,       8.205,      79.616,       3.173,     0.00111,     0.00000, 96206.40000
1980-07-24,      77.815,     302.658,       5.695,      84.408,       2.505,     0.00028,     0.00000, 96585.80000
1980-07-25,     119.751,     221.085,       5.028,      78.487,       2.622,     0.00014,     0.00000, 97449.30000
1980-07-26,      99.042,     270.444,       7.186,      84.470,       2.488,     0.00007,     0.00000, 97715.00000
1980-07-27,     112.302,     244.777,       6.599,      84.801,       1.894,     0.00007,     0.00000, 97785.50000
1980-07-28,     125.404,     218.372,       5.393,      83.871,       1.545,     0.00000,     0.00000, 97793.60000
1980-07-29,     128.817,     211.414,       4.406,      83.050,       1.207,     0.00006,     0.00000, 97688.00000
1980-07-30,      24.010,     362.040,       5.933,      95.145,       0.428,     0.00656,     0.00000, 97392.40000
1980-07-31,      16.627,     374.867,       8.373,      99.285,       2.026,     0.03137,     0.00000, 96156.00000
1980-08-01,      85.751,     302.396,       6.323,      91.651,       5.861,     0.02512,     0.00000, 95282.70000
1980-08-02,     104.615,     271.871,       6.717,      85.911,       5.317,     0.00569,     0.00000, 95895.40000
1980-08-03,      98.869,     285.318,       6.979,      79.250,       3.853,     0.00177,     0.00000, 96849.00000
1980-08-04,      99.923,     288.316,       7.782,      83.906,       4.662,     0.00069,     0.00000, 97134.50000
1980-08-05,     104.518,     283.058,       8.041,      84.775,       4.490,     0.00079,     0.00000, 97360.80000
1980-08-06,      93.924,     296.764,       6.319,      82.268,       3.058,     0.00256,     0.00000, 97208.40000
1980-08-07,     135.981,     222.061,       4.794,      71.151,       5.243,     0.00202,     0.00000, 97478.90000
1980-08-08,     112.780,     266.798,       5.810,      72.755,       3.246,     0.00009,     0.00000, 97815.70000
1980-08-09,     141.562,     220.234,       5.517,      78.331,       2.100,     0.00001,     0.00000, 98249.50000
1980-08-10,     143.148,     218.559,       4.984,      83.129,       3.014,     0.00000,     0.00000, 98309.20000
1980-08-11,      95.263,     306.862,       7.187,      81.538,       3.466,     0.00029,     0.00000, 97936.40000
1980-08-12,      27.422,     379.662,       9.269,      91.503,       4.959,     0.00286,     0.00000, 97475.20000
1980-08-13,     153.109,     219.685,       7.983,      74.380,       4.294,     0.00289,     0.00000, 97893.10000
1980-08-14,     148.314,     226.040,       6.676,      75.527,       2.119,     0.00006,     0.00000, 98292.20000
1980-08-15,      31.748,     375.920,       8.571,      91.594,       6.003,     0.01672,     0.00000, 96303.20000
1980-08-16,     118.960,     267.997,       4.427,      85.186,       2.620,     0.01689,     0.00000, 95996.90000
1980-08-17,     145.035,     228.507,       3.650,      68.650,       3.945,     0.00362,     0.00000, 97289.10000
1980-08-18,     150.494,     228.171,       5.220,      76.514,       3.484,     0.00003,     0.00000, 97858.30000
1980-08-19,     113.572,     297.875,       8.490,      81.746,       5.047,     0.00042,     0.00000, 97733.50000
1980-08-20,     107.102,     303.164,       6.946,      82.434,       1.077,     0.00094,     0.00000, 98086.30000
1980-08-21,      67.966,     357.212,       5.983,      91.297,       1.336,     0.00316,     0.00000, 98322.60000
1980-08-22,     120.458,     292.334,       8.269,      85.528,       1.960,     0.00325,     0.00000, 98027.40000
1980-08-23,     126.886,     288.997,       9.307,      82.242,       2.204,     0.00086,     0.00000, 97807.60000
1980-08-24,      46.014,     379.509,       9.241,      92.503,       2.001,     0.00066,     0.00000, 97772.40000
1980-08-25,      92.915,     347.511,      10.558,      88.660,       3.644,     0.00108,     0.00000, 97357.10000
1980-08-26,      17.865,     391.106,      11.374,      96.080,       2.722,     0.01198,     0.00000, 96569.60000
1980-08-27,      14.412,     368.762,       7.220,      97.012,       4.568,     0.03837,     0.00000, 96010.10000
1980-08-28,     132.769,     279.285,       6.357,      78.453,       1.232,     0.01434,     0.00000, 97027.10000
1980-08-29,     131.732,     286.578,       7.412,      83.150,       1.975,     0.00043,     0.00000, 97260.80000
1980-08-30,     137.433,     283.812,       8.216,      85.692,       3.255,     0.00145,     0.00000, 97381.10000
1980-08-31,      91.526,     349.121,       8.708,      91.746,       2.093,     0.00301,     0.00000, 97508.30000
1980-09-01,     134.271,     301.240,      10.608,      85.625,       2.745,     0.01025,     0.00000, 97288.00000
1980-09-02,     100.218,     345.029,       9.799,      93.294,       2.899,     0.00743,     0.00000, 97243.90000
1980-09-03,      63.471,     386.129,      10.464,      97.568,       3.221,     0.01932,     0.00000, 96815.00000
1980-09-04,      40.201,     382.119,       9.725,      96.980,       1.226,     0.02614,     0.00000, 95539.90000
1980-09-05,     137.234,     293.355,       7.707,      78.440,       3.683,     0.00393,     0.00000, 95416.90000
1980-09-06,     124.254,     310.524,       7.549,      82.809,       2.236,     0.00353,     0.00000, 95391.80000
1980-09-07,     124.562,     313.471,       8.025,      88.180,       5.055,     0.00412,     0.00000, 95852.00000
1980-09-08,     165.330,     271.503,       8.943,      79.046,       2.771,     0.00322,     0.00000, 95998.10000
1980-09-09,      96.456,     363.366,      10.367,      93.307,       4.384,     0.01470,     0.00000, 95367.20000
1980-09-10,     172.027,     265.709,       8.388,      80.700,       4.955,     0.00743,     0.00000, 95595.40000
1980-09-11,     151.289,     300.972,      10.570,      81.976,       4.585,     0.00122,     0.00000, 96726.90000
1980-09-12,     119.557,     339.987,      10.497,      94.230,       4.233,     0.01291,     0.00000, 96226.80000
1980-09-13,     204.812,     229.428,       6.944,      71.617,       4.771,     0.01316,     0.00000, 96296.10000
1980-09-14,     178.291,     262.567,       7.174,      75.109,       5.424,     0.00109,     0.00000, 96952.20000
1980-09-15,     136.962,     319.357,       9.194,      78.813,       5.107,     0.00582,     0.00000, 96813.00000
1980-09-16,     176.959,     275.149,       9.141,      85.394,       6.175,     0.00907,     0.00000, 96169.00000
1980-09-17,     139.548,     324.391,      10.388,      84.574,       5.242,     0.00371,     0.00000, 96654.10000
1980-09-18,     109.920,     357.693,      10.117,      91.142,       3.013,     0.01306,     0.00000, 96692.50000
1980-09-19,     166.416,     296.310,      10.044,      79.896,       4.415,     0.01208,     0.00000, 96719.00000
1980-09-20,     189.384,     271.309,       9.644,      79.393,       5.980,     0.00373,     0.00000, 96698.80000
1980-09-21,     152.211,     315.443,      10.058,      78.600,       5.330,     0.00169,     0.00000, 96535.70000
1980-09-22,     142.027,     330.964,      10.745,      79.692,       7.423,     0.00412,     0.00000, 96515.50000
1980-09-23,     193.738,     276.080,      10.620,      77.331,       5.211,     0.00026,     0.00000, 97203.50000
1980-09-24,     195.330,     277.950,      11.080,      77.991,       3.049,     0.00000,     0.00000, 97493.10000
1980-09-25,     147.233,     328.594,      10.578,      85.622,       3.086,     0.00026,     0.00000, 97270.00000
1980-09-26,      92.790,     383.615,      10.002,      90.586,       3.700,     0.00593,     0.00000, 96527.70000
1980-09-27,     183.656,     286.212,       8.615,      73.602,       5.015,     0.00478,     0.00000, 96911.20000
1980-09-28,     197.887,     278.374,      10.008,      84.203,       4.029,     0.00269,     0.00000, 97323.50000
1980-09-29,     193.440,     285.049,      10.103,      82.062,       4.052,     0.00218,     0.00000, 97647.30000
